Date,Open,High,Low,Close,Adj Close,Volume
2019-01-03,6274.759766,6292.680176,6139.399902,6147.129883,6147.129883,2631550000
2019-01-04,6250.049805,6445.200195,6234.589844,6422.669922,6422.669922,2596150000
2019-01-07,6434.549805,6521.439941,6412.979980,6488.250000,6488.250000,2523450000
2019-01-08,6555.910156,6574.729980,6457.000000,6551.850098,6551.850098,2407340000
2019-01-09,6576.540039,6631.060059,6549.439941,6600.689941,6600.689941,2434500000
2019-01-10,6551.049805,6625.109863,6517.540039,6620.939941,6620.939941,2190110000
2019-01-11,6579.890137,6604.560059,6562.040039,6601.399902,6601.399902,2074310000
2019-01-14,6536.370117,6566.870117,6512.640137,6541.040039,6541.040039,1960780000
2019-01-15,6571.149902,6674.529785,6567.319824,6669.640137,6669.640137,2066090000
2019-01-16,6677.379883,6720.410156,6665.049805,6668.560059,6668.560059,2163730000
2019-01-17,6646.189941,6747.279785,6637.100098,6718.450195,6718.450195,2149280000
2019-01-18,6771.520020,6816.229980,6727.939941,6784.609863,6784.609863,2459920000
2019-01-22,6736.649902,6738.569824,6603.560059,6646.810059,6646.810059,2397660000
2019-01-23,6689.080078,6712.859863,6584.500000,6658.759766,6658.759766,2288090000
2019-01-24,6680.339844,6710.729980,6656.520020,6702.549805,6702.549805,2419110000
2019-01-25,6755.669922,6800.970215,6733.319824,6787.370117,6787.370117,2446550000
2019-01-28,6691.839844,6697.529785,6644.310059,6697.089844,6697.089844,2448790000
2019-01-29,6695.709961,6701.470215,6613.419922,6632.790039,6632.790039,2106370000
2019-01-30,6708.560059,6826.919922,6688.330078,6807.910156,6807.910156,2569410000
2019-01-31,6840.930176,6936.339844,6837.919922,6906.839844,6906.839844,2947490000
2019-02-01,6872.729980,6921.950195,6857.310059,6875.520020,6875.520020,2398800000
2019-02-04,6876.560059,6960.970215,6872.600098,6959.959961,6959.959961,2106030000
2019-02-05,6969.370117,7029.770020,6967.939941,7023.520020,7023.520020,2284960000
2019-02-06,7023.890137,7034.939941,6969.830078,6997.620117,6997.620117,2179400000
2019-02-07,6934.330078,6954.770020,6854.350098,6904.979980,6904.979980,2310700000
2019-02-08,6843.330078,6914.560059,6836.700195,6913.129883,6913.129883,2102520000
2019-02-11,6941.259766,6958.330078,6893.799805,6909.180176,6909.180176,1908490000
2019-02-12,6960.549805,7021.759766,6948.330078,7014.669922,7014.669922,2140130000
2019-02-13,7038.319824,7062.580078,7009.729980,7015.879883,7015.879883,2103840000
2019-02-14,6986.509766,7047.879883,6969.689941,7022.419922,7022.419922,2117500000
2019-02-15,7066.379883,7073.990234,7022.299805,7055.180176,7055.180176,2263640000
2019-02-19,7033.370117,7089.100098,7032.779785,7066.609863,7066.609863,2124140000
2019-02-20,7070.240234,7096.149902,7027.370117,7062.339844,7062.339844,2202670000
2019-02-21,7047.080078,7063.069824,7001.799805,7035.160156,7035.160156,2144680000
2019-02-22,7055.200195,7094.290039,7050.009766,7090.629883,7090.629883,2428560000
2019-02-25,7144.339844,7161.729980,7111.779785,7115.430176,7115.430176,2399410000
2019-02-26,7098.970215,7144.649902,7087.140137,7123.220215,7123.220215,2305760000
2019-02-27,7095.750000,7125.779785,7045.410156,7117.000000,7117.000000,2430790000
2019-02-28,7093.200195,7125.919922,7081.919922,7097.529785,7097.529785,2676790000
2019-03-01,7152.080078,7159.959961,7101.069824,7151.569824,7151.569824,2490920000
2019-03-04,7193.879883,7205.939941,7073.399902,7150.830078,7150.830078,2582090000
2019-03-05,7156.660156,7178.299805,7120.689941,7156.790039,7156.790039,2166670000
2019-03-06,7156.240234,7162.240234,7104.549805,7112.470215,7112.470215,2256550000
2019-03-07,7089.629883,7097.910156,7001.810059,7026.879883,7026.879883,2462690000
2019-03-08,6940.899902,7018.919922,6940.720215,7015.689941,7015.689941,2260950000
2019-03-11,7050.049805,7166.930176,7049.560059,7164.020020,7164.020020,2248460000
2019-03-12,7176.229980,7219.410156,7166.950195,7201.279785,7201.279785,2171620000
2019-03-13,7231.049805,7292.859863,7229.879883,7256.979980,7256.979980,2379260000
2019-03-14,7257.310059,7267.939941,7240.959961,7243.009766,7243.009766,2198900000
2019-03-15,7274.140137,7331.299805,7265.629883,7306.990234,7306.990234,3451860000
2019-03-18,7311.629883,7348.689941,7293.850098,7326.279785,7326.279785,2302140000
2019-03-19,7357.580078,7390.290039,7321.930176,7349.279785,7349.279785,2457920000
2019-03-20,7348.990234,7422.750000,7318.419922,7380.750000,7380.750000,2464230000
2019-03-21,7356.939941,7505.410156,7356.939941,7493.270020,7493.270020,2502810000
2019-03-22,7458.439941,7482.350098,7323.520020,7326.060059,7326.060059,2504740000
2019-03-25,7299.930176,7342.509766,7265.279785,7316.959961,7316.959961,2162490000
2019-03-26,7378.229980,7417.259766,7314.379883,7351.149902,7351.149902,2080350000
2019-03-27,7364.470215,7376.990234,7252.060059,7308.189941,7308.189941,2244070000
2019-03-28,7325.060059,7346.040039,7277.689941,7320.470215,7320.470215,1922150000
2019-03-29,7377.770020,7381.689941,7333.169922,7378.770020,7378.770020,2311790000
2019-04-01,7450.810059,7481.839844,7422.439941,7478.419922,7478.419922,2230050000
2019-04-02,7473.509766,7507.049805,7461.509766,7499.640137,7499.640137,2123250000
2019-04-03,7538.169922,7589.689941,7520.399902,7544.970215,7544.970215,2509630000
2019-04-04,7542.160156,7571.129883,7496.299805,7540.569824,7540.569824,2152640000
2019-04-05,7564.270020,7581.899902,7554.910156,7578.839844,7578.839844,2157050000
2019-04-08,7565.060059,7602.080078,7536.419922,7599.740234,7599.740234,2075550000
2019-04-09,7571.879883,7596.750000,7555.620117,7568.490234,7568.490234,2078800000
2019-04-10,7581.390137,7613.410156,7573.279785,7611.490234,7611.490234,2012290000
2019-04-11,7621.399902,7621.399902,7580.709961,7594.890137,7594.890137,1969480000
2019-04-12,7624.149902,7630.520020,7596.560059,7628.149902,7628.149902,1968900000
2019-04-15,7630.600098,7636.799805,7578.540039,7629.120117,7629.120117,1827710000
2019-04-16,7651.189941,7670.399902,7631.640137,7654.729980,7654.729980,2102740000
2019-04-17,7705.319824,7715.069824,7659.850098,7680.720215,7680.720215,2317330000
2019-04-18,7688.930176,7694.180176,7647.399902,7689.720215,7689.720215,2124630000
2019-04-22,7658.370117,7715.330078,7653.890137,7713.490234,7713.490234,1790990000
2019-04-23,7724.169922,7819.339844,7719.089844,7810.709961,7810.709961,2099410000
2019-04-24,7813.020020,7827.049805,7783.589844,7784.410156,7784.410156,2043310000
2019-04-25,7850.709961,7851.970215,7778.229980,7816.919922,7816.919922,2073370000
2019-04-26,7791.149902,7826.890137,7742.600098,7826.680176,7826.680176,1982560000
2019-04-29,7825.640137,7851.850098,7812.970215,7839.040039,7839.040039,1781860000
2019-04-30,7769.299805,7792.319824,7726.069824,7781.459961,7781.459961,2131850000
2019-05-01,7828.140137,7851.029785,7749.740234,7751.850098,7751.850098,2273540000
2019-05-02,7751.640137,7791.509766,7672.540039,7724.060059,7724.060059,2211530000
2019-05-03,7784.290039,7847.520020,7772.439941,7845.729980,7845.729980,2081080000
2019-05-06,7662.919922,7804.540039,7662.919922,7794.089844,7794.089844,1979650000
2019-05-07,7713.490234,7743.060059,7572.609863,7640.149902,7640.149902,2397600000
2019-05-08,7623.319824,7678.819824,7593.750000,7617.549805,7617.549805,2214680000
2019-05-09,7525.810059,7605.029785,7472.709961,7582.750000,7582.750000,2549500000
2019-05-10,7556.040039,7623.009766,7426.750000,7586.529785,7586.529785,2421470000
2019-05-13,7385.549805,7433.919922,7303.640137,7324.129883,7324.129883,2484820000
2019-05-14,7366.640137,7449.029785,7337.939941,7401.879883,7401.879883,2103140000
2019-05-15,7354.819824,7524.220215,7353.899902,7503.250000,7503.250000,2014080000
2019-05-16,7509.910156,7627.029785,7502.759766,7580.140137,7580.140137,2168720000
2019-05-17,7513.149902,7605.669922,7496.919922,7503.680176,7503.680176,2176380000
2019-05-20,7391.729980,7424.589844,7351.919922,7376.700195,7376.700195,2130700000
2019-05-21,7442.310059,7472.709961,7417.069824,7451.020020,7451.020020,2000130000
2019-05-22,7413.839844,7458.109863,7410.709961,7420.660156,7420.660156,1884660000
2019-05-23,7331.669922,7337.470215,7261.459961,7307.930176,7307.930176,2270530000
2019-05-24,7353.970215,7371.299805,7294.100098,7300.959961,7300.959961,1685230000
2019-05-28,7321.270020,7362.290039,7274.700195,7278.379883,7278.379883,2378470000
2019-05-29,7222.549805,7254.200195,7176.669922,7216.859863,7216.859863,2282120000
2019-05-30,7234.830078,7262.770020,7204.419922,7245.399902,7245.399902,1875180000
2019-05-31,7148.709961,7183.229980,7125.970215,7127.959961,7127.959961,2239420000
2019-06-03,7110.339844,7126.430176,6936.680176,6978.020020,6978.020020,2580670000
2019-06-04,7056.180176,7169.790039,7023.089844,7166.750000,7166.750000,2374130000
2019-06-05,7230.810059,7235.229980,7146.430176,7220.899902,7220.899902,2139290000
2019-06-06,7229.859863,7293.220215,7201.589844,7275.930176,7275.930176,2093470000
2019-06-07,7315.330078,7445.990234,7309.009766,7417.290039,7417.290039,2074120000
2019-06-10,7472.600098,7573.000000,7468.169922,7501.930176,7501.930176,2042340000
2019-06-11,7584.750000,7595.569824,7489.990234,7513.850098,7513.850098,2121150000
2019-06-12,7493.549805,7507.520020,7459.200195,7472.290039,7472.290039,1978930000
2019-06-13,7500.850098,7530.910156,7487.089844,7510.680176,7510.680176,1848360000
2019-06-14,7476.470215,7500.740234,7454.870117,7479.109863,7479.109863,1808370000
2019-06-17,7500.279785,7546.990234,7492.169922,7526.520020,7526.520020,1950550000
2019-06-18,7606.609863,7689.080078,7595.589844,7635.399902,7635.399902,2250550000
2019-06-19,7652.520020,7681.560059,7606.279785,7667.740234,7667.740234,2027520000
2019-06-20,7770.169922,7770.609863,7681.430176,7738.049805,7738.049805,2108250000
2019-06-21,7719.419922,7772.529785,7708.250000,7728.779785,7728.779785,2909540000
2019-06-24,7737.000000,7746.680176,7720.779785,7723.020020,7723.020020,2073470000
2019-06-25,7720.910156,7723.040039,7584.169922,7591.540039,7591.540039,2132550000
2019-06-26,7642.919922,7688.640137,7616.910156,7627.049805,7627.049805,2122730000
2019-06-27,7656.680176,7672.979980,7636.720215,7657.049805,7657.049805,2083920000
2019-06-28,7674.520020,7682.259766,7639.450195,7671.080078,7671.080078,4101490000
2019-07-01,7816.560059,7820.810059,7735.669922,7768.140137,7768.140137,2219030000
2019-07-02,7763.029785,7800.470215,7746.009766,7799.819824,7799.819824,1956590000
2019-07-03,7819.060059,7857.689941,7811.290039,7857.689941,7857.689941,1548240000
2019-07-05,7806.069824,7854.709961,7774.589844,7841.299805,7841.299805,1690700000
2019-07-08,7790.459961,7841.299805,7756.109863,7785.790039,7785.790039,1957160000
2019-07-09,7748.290039,7833.930176,7748.229980,7826.859863,7826.859863,1871430000
2019-07-10,7869.729980,7923.930176,7858.680176,7903.399902,7903.399902,2066640000
2019-07-11,7918.649902,7934.600098,7873.160156,7896.779785,7896.779785,1970690000
2019-07-12,7908.580078,7944.080078,7900.390137,7943.240234,7943.240234,1835960000
2019-07-15,7961.069824,7969.790039,7940.450195,7966.930176,7966.930176,1790770000
2019-07-16,7958.439941,7965.759766,7904.950195,7927.080078,7927.080078,1947010000
2019-07-17,7927.910156,7941.100098,7887.979980,7888.759766,7888.759766,1887120000
2019-07-18,7850.120117,7912.330078,7827.490234,7904.129883,7904.129883,2063790000
2019-07-19,7944.859863,7950.220215,7832.390137,7834.899902,7834.899902,1893050000
2019-07-22,7862.379883,7918.470215,7862.270020,7905.120117,7905.120117,1860440000
2019-07-23,7946.049805,7955.089844,7895.049805,7954.560059,7954.560059,1845050000
2019-07-24,7928.779785,8010.830078,7926.990234,8010.609863,8010.609863,1953670000
2019-07-25,7979.140137,7983.959961,7921.209961,7929.870117,7929.870117,2058090000
2019-07-26,7992.129883,8027.180176,7986.720215,8016.950195,8016.950195,1975110000
2019-07-29,8010.049805,8010.049805,7939.979980,7989.080078,7989.080078,1882980000
2019-07-30,7927.560059,7983.109863,7923.450195,7952.470215,7952.470215,1893610000
2019-07-31,7972.759766,7979.200195,7774.930176,7848.779785,7848.779785,2679230000
2019-08-01,7866.600098,8000.939941,7769.020020,7801.149902,7801.149902,2815420000
2019-08-02,7740.910156,7755.089844,7645.180176,7692.799805,7692.799805,2262550000
2019-08-05,7510.020020,7528.899902,7356.270020,7415.689941,7415.689941,2661780000
2019-08-06,7492.020020,7541.740234,7432.310059,7521.319824,7521.319824,2217620000
2019-08-07,7436.140137,7569.899902,7386.390137,7551.899902,7551.899902,2470170000
2019-08-08,7608.029785,7726.459961,7576.819824,7724.830078,7724.830078,2442950000
2019-08-09,7684.560059,7709.509766,7591.140137,7646.270020,7646.270020,2221180000
2019-08-12,7597.189941,7623.439941,7528.950195,7561.680176,7561.680176,2068920000
2019-08-13,7553.430176,7778.339844,7553.330078,7728.149902,7728.149902,2353570000
2019-08-14,7594.640137,7621.700195,7480.580078,7490.129883,7490.129883,2543670000
2019-08-15,7503.140137,7523.500000,7429.359863,7484.890137,7484.890137,2190810000
2019-08-16,7548.899902,7622.729980,7548.899902,7604.109863,7604.109863,2018710000
2019-08-19,7715.410156,7740.740234,7604.109863,7719.319824,7719.319824,1946440000
2019-08-20,7708.310059,7731.310059,7664.209961,7664.470215,7664.470215,1750730000
2019-08-21,7731.750000,7754.660156,7706.569824,7733.220215,7733.220215,1721410000
2019-08-22,7750.979980,7764.790039,7649.279785,7707.430176,7707.430176,1780760000
2019-08-23,7658.479980,7722.430176,7442.930176,7464.990234,7464.990234,2214370000
2019-08-26,7540.689941,7577.770020,7506.169922,7575.020020,7575.020020,1691990000
2019-08-27,7630.459961,7640.680176,7531.959961,7566.029785,7566.029785,1914930000
2019-08-28,7536.700195,7598.149902,7500.220215,7587.899902,7587.899902,1663450000
2019-08-29,7678.689941,7723.939941,7654.310059,7702.310059,7702.310059,1703760000
2019-08-30,7743.229980,7747.080078,7642.899902,7691.000000,7691.000000,1668110000
2019-09-03,7634.029785,7670.169922,7584.819824,7609.509766,7609.509766,1938780000
2019-09-04,7683.779785,7724.910156,7663.640137,7719.250000,7719.250000,1893740000
2019-09-05,7803.450195,7879.970215,7803.450195,7862.540039,7862.540039,2108700000
2019-09-06,7868.870117,7874.990234,7835.890137,7852.540039,7852.540039,1878730000
2019-09-09,7876.399902,7877.410156,7795.859863,7832.399902,7832.399902,2186660000
2019-09-10,7793.279785,7817.580078,7743.609863,7814.740234,7814.740234,2366080000
2019-09-11,7820.709961,7888.339844,7812.069824,7887.580078,7887.580078,2322610000
2019-09-12,7931.959961,7975.330078,7907.330078,7917.339844,7917.339844,2228100000
2019-09-13,7903.729980,7923.410156,7879.589844,7892.950195,7892.950195,1984570000
2019-09-16,7833.729980,7868.740234,7831.759766,7852.410156,7852.410156,1876540000
2019-09-17,7849.879883,7891.209961,7840.990234,7888.790039,7888.790039,1857350000
2019-09-18,7877.580078,7891.169922,7791.580078,7888.560059,7888.560059,2045590000
2019-09-19,7904.390137,7950.209961,7888.310059,7901.790039,7901.790039,1818430000
2019-09-20,7901.459961,7920.529785,7794.270020,7823.549805,7823.549805,3363230000
2019-09-23,7815.229980,7842.979980,7790.290039,7818.609863,7818.609863,1781750000
2019-09-24,7855.970215,7873.250000,7684.799805,7710.040039,7710.040039,2310940000
2019-09-25,7706.500000,7822.430176,7647.629883,7803.540039,7803.540039,2022080000
2019-09-26,7794.279785,7798.120117,7718.689941,7771.990234,7771.990234,1886310000
2019-09-27,7786.029785,7790.799805,7626.819824,7681.580078,7681.580078,2041250000
2019-09-30,7705.970215,7761.839844,7693.490234,7749.450195,7749.450195,1809050000
2019-10-01,7782.819824,7821.720215,7675.419922,7684.140137,7684.140137,2250500000
2019-10-02,7627.589844,7631.339844,7513.689941,7550.790039,7550.790039,2503630000
2019-10-03,7557.189941,7640.419922,7463.569824,7638.390137,7638.390137,2157220000
2019-10-04,7677.330078,7759.359863,7670.919922,7754.100098,7754.100098,1748000000
2019-10-07,7725.680176,7784.790039,7712.680176,7725.129883,7725.129883,1759580000
2019-10-08,7671.379883,7707.169922,7603.759766,7604.270020,7604.270020,1943700000
2019-10-09,7678.660156,7717.939941,7655.479980,7690.529785,7690.529785,1563500000
2019-10-10,7688.419922,7772.680176,7682.609863,7740.359863,7740.359863,1793470000
2019-10-11,7835.930176,7904.049805,7831.109863,7843.879883,7843.879883,2184790000
2019-10-14,7834.740234,7865.669922,7827.160156,7842.330078,7842.330078,1423700000
2019-10-15,7867.959961,7960.140137,7863.649902,7942.850098,7942.850098,1841660000
2019-10-16,7911.990234,7941.759766,7898.310059,7920.209961,7920.209961,1900010000
2019-10-17,7976.640137,7981.140137,7914.939941,7942.140137,7942.140137,1864020000
2019-10-18,7938.299805,7946.810059,7829.750000,7868.490234,7868.490234,2020020000
2019-10-21,7911.580078,7941.479980,7887.740234,7940.330078,7940.330078,1756640000
2019-10-22,7968.250000,7977.009766,7871.979980,7874.620117,7874.620117,1850870000
2019-10-23,7858.479980,7890.209961,7845.089844,7889.470215,7889.470215,1822180000
2019-10-24,7956.229980,7969.660156,7912.720215,7966.720215,7966.720215,1893620000
2019-10-25,7926.600098,8033.290039,7926.600098,8029.220215,8029.220215,1911580000
2019-10-28,8071.390137,8119.729980,8070.899902,8110.669922,8110.669922,1959920000
2019-10-29,8101.549805,8108.609863,8045.640137,8047.509766,8047.509766,1842720000
2019-10-30,8056.899902,8096.330078,8017.919922,8083.109863,8083.109863,1936060000
2019-10-31,8100.620117,8110.439941,8041.649902,8083.830078,8083.830078,2276140000
2019-11-01,8121.950195,8161.979980,8111.729980,8161.169922,8161.169922,2071350000
2019-11-04,8218.929688,8228.330078,8197.320313,8210.660156,8210.660156,2166830000
2019-11-05,8225.349609,8229.089844,8191.049805,8210.179688,8210.179688,2327420000
2019-11-06,8204.339844,8204.339844,8157.359863,8196.030273,8196.030273,2342570000
2019-11-07,8237.679688,8271.820313,8198.910156,8219.650391,8219.650391,2403680000
2019-11-08,8208.370117,8256.290039,8186.310059,8255.889648,8255.889648,1982140000
2019-11-11,8212.370117,8245.889648,8202.360352,8241.910156,8241.910156,1719300000
2019-11-12,8249.620117,8293.179688,8238.330078,8263.790039,8263.790039,2001440000
2019-11-13,8235.679688,8274.610352,8233.379883,8259.809570,8259.809570,2180010000
2019-11-14,8238.849609,8264.940430,8212.589844,8257.830078,8257.830078,2113840000
2019-11-15,8303.839844,8315.900391,8284.200195,8315.519531,8315.519531,2199480000
2019-11-18,8303.219727,8340.410156,8274.679688,8328.480469,8328.480469,2053260000
2019-11-19,8357.429688,8357.799805,8308.280273,8338.740234,8338.740234,2094030000
2019-11-20,8315.549805,8339.259766,8226.250000,8283.750000,8283.750000,2608780000
2019-11-21,8273.950195,8282.330078,8242.219727,8265.620117,8265.620117,2073720000
2019-11-22,8287.250000,8292.110352,8229.490234,8272.049805,8272.049805,1885730000
2019-11-25,8309.549805,8372.820313,8309.549805,8371.929688,8371.929688,2262750000
2019-11-26,8374.259766,8398.040039,8364.110352,8385.750000,8385.750000,2439370000
2019-11-27,8407.230469,8445.610352,8399.629883,8444.709961,8444.709961,1748520000
2019-11-29,8422.019531,8435.959961,8402.129883,8403.679688,8403.679688,1099090000
2019-12-02,8409.870117,8409.870117,8274.610352,8309.259766,8309.259766,2240300000
2019-12-03,8201.629883,8258.400391,8167.359863,8254.740234,8254.740234,2318760000
2019-12-04,8291.860352,8316.459961,8285.879883,8296.530273,8296.530273,2158870000
2019-12-05,8321.190430,8321.190430,8272.830078,8308.400391,8308.400391,2133380000
2019-12-06,8370.230469,8405.849609,8365.250000,8397.370117,8397.370117,2057020000
2019-12-09,8388.750000,8425.769531,8359.870117,8362.740234,8362.740234,2123870000
2019-12-10,8364.549805,8392.889648,8339.370117,8354.290039,8354.290039,2058760000
2019-12-11,8371.650391,8408.080078,8361.370117,8402.610352,8402.610352,1982080000
2019-12-12,8391.919922,8493.110352,8380.089844,8466.889648,8466.889648,2396400000
2019-12-13,8461.419922,8517.519531,8441.889648,8487.709961,8487.709961,2219630000
2019-12-16,8544.269531,8584.780273,8542.419922,8570.330078,8570.330078,2368050000
2019-12-17,8586.330078,8592.450195,8564.150391,8575.700195,8575.700195,2382450000
